File	sample.id	experiment	org	epd	sample	cell	First_Pair_Size
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L002_R1_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 64.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L002_R2_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 66.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L003_R1_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 62.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L003_R2_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 64.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L004_R1_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 63.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_11-36160126/DvH-03-11_S97_L004_R2_001.fastq.gz	single-cells-dvh-03-11	single-cells	dvh	03	DvH_03_11	11	 65.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L001_R1_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 80.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L001_R2_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 83.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L002_R1_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 81.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L002_R2_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 83.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L003_R1_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 79.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L003_R2_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 81.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L004_R1_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 81.5M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_12-36164128/DvH-03-12_S98_L004_R2_001.fastq.gz	single-cells-dvh-03-12	single-cells	dvh	03	DvH_03_12	12	 83.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L001_R1_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 42.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L001_R2_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 43.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L002_R1_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 43M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L002_R2_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 44.1M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L003_R1_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 41.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L003_R2_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 42.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L004_R1_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 42.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_13-36165129/DvH-03-13_S99_L004_R2_001.fastq.gz	single-cells-dvh-03-13	single-cells	dvh	03	DvH_03_13	13	 43.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L001_R1_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 43.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L001_R2_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 45.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L002_R1_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 44.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L002_R2_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 45.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L003_R1_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 43.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L003_R2_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 44.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L004_R1_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 44.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_14-36161127/DvH-03-14_S100_L004_R2_001.fastq.gz	single-cells-dvh-03-14	single-cells	dvh	03	DvH_03_14	14	 45.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L001_R1_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	107M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L001_R2_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	111M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L002_R1_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	108.1M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L002_R2_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	111.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L003_R1_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	106.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L003_R2_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	109M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L004_R1_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	107.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_15-36166130/DvH-03-15_S101_L004_R2_001.fastq.gz	single-cells-dvh-03-15	single-cells	dvh	03	DvH_03_15	15	110.1M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L001_R1_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 32.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L001_R2_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 34M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L002_R1_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 33M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L002_R2_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 33.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L003_R1_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 32.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L003_R2_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 33.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L004_R1_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 32.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_16-36162127/DvH-03-16_S102_L004_R2_001.fastq.gz	single-cells-dvh-03-16	single-cells	dvh	03	DvH_03_16	16	 33.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L001_R1_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 89.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L001_R2_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 93.1M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L002_R1_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 90.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L002_R2_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 92.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L003_R1_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 88.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L003_R2_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 90.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L004_R1_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 88.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_17-36163128/DvH-03-17_S103_L004_R2_001.fastq.gz	single-cells-dvh-03-17	single-cells	dvh	03	DvH_03_17	17	 90.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L001_R1_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 91.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L001_R2_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 96.5M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L002_R1_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 92.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L002_R2_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 96.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L003_R1_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 90M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L003_R2_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 93.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L004_R1_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 93.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_18-36162128/DvH-03-18_S104_L004_R2_001.fastq.gz	single-cells-dvh-03-18	single-cells	dvh	03	DvH_03_18	18	 96.9M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L001_R1_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 63.5M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L001_R2_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 65.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L002_R1_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 64.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L002_R2_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 66.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L003_R1_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 62.6M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L003_R2_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 64.1M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L004_R1_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 63.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_19-36149120/DvH-03-19_S105_L004_R2_001.fastq.gz	single-cells-dvh-03-19	single-cells	dvh	03	DvH_03_19	19	 64.8M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_2-36151118/DvH-03-2_S106_L001_R1_001.fastq.gz	single-cells-dvh-03-2	single-cells	dvh	03	DvH_03_2	2	 44.4M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_2-36151118/DvH-03-2_S106_L001_R2_001.fastq.gz	single-cells-dvh-03-2	single-cells	dvh	03	DvH_03_2	2	 46.2M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_2-36151118/DvH-03-2_S106_L002_R1_001.fastq.gz	single-cells-dvh-03-2	single-cells	dvh	03	DvH_03_2	2	 45.7M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/DvH_single_cell_amplified_genome_strain_UA3_152_03-30586562/DvH_03_2-36151118/DvH-03-2_S106_L002_R2_001.fastq.gz	single-cells-dvh-03-2	single-cells	dvh	03	DvH_03_2	2	 47.2M
