File	sample.id	experiment	org	epd.1	epd	sample.1	sample	cell	BAM_File_Size
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_65-36161135/alignment_results/DvH_03_65-36161135_marked.bam	single-cells-dvh-03-65	single-cells	dvh	results_03_2	03	DvH_03_65-36161135	DvH_03_65	65	996.78M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_66-36164131/alignment_results/DvH_03_66-36164131_marked.bam	single-cells-dvh-03-66	single-cells	dvh	results_03_2	03	DvH_03_66-36164131	DvH_03_66	66	  1.38G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_67-36150132/alignment_results/DvH_03_67-36150132_marked.bam	single-cells-dvh-03-67	single-cells	dvh	results_03_2	03	DvH_03_67-36150132	DvH_03_67	67	  1.28G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_68-36164132/alignment_results/DvH_03_68-36164132_marked.bam	single-cells-dvh-03-68	single-cells	dvh	results_03_2	03	DvH_03_68-36164132	DvH_03_68	68	790.89M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_69-36159126/alignment_results/DvH_03_69-36159126_marked.bam	single-cells-dvh-03-69	single-cells	dvh	results_03_2	03	DvH_03_69-36159126	DvH_03_69	69	417.33M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_7-36158129/alignment_results/DvH_03_7-36158129_marked.bam	single-cells-dvh-03-7	single-cells	dvh	results_03_2	03	DvH_03_7-36158129	DvH_03_7	7	485.62M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_70-36149126/alignment_results/DvH_03_70-36149126_marked.bam	single-cells-dvh-03-70	single-cells	dvh	results_03_2	03	DvH_03_70-36149126	DvH_03_70	70	  1.01G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_71-36149127/alignment_results/DvH_03_71-36149127_marked.bam	single-cells-dvh-03-71	single-cells	dvh	results_03_2	03	DvH_03_71-36149127	DvH_03_71	71	980.76M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_72-36155124/alignment_results/DvH_03_72-36155124_marked.bam	single-cells-dvh-03-72	single-cells	dvh	results_03_2	03	DvH_03_72-36155124	DvH_03_72	72	869.79M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_73-36155125/alignment_results/DvH_03_73-36155125_marked.bam	single-cells-dvh-03-73	single-cells	dvh	results_03_2	03	DvH_03_73-36155125	DvH_03_73	73	359.35M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_74-36151127/alignment_results/DvH_03_74-36151127_marked.bam	single-cells-dvh-03-74	single-cells	dvh	results_03_2	03	DvH_03_74-36151127	DvH_03_74	74	578.74M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_75-36162135/alignment_results/DvH_03_75-36162135_marked.bam	single-cells-dvh-03-75	single-cells	dvh	results_03_2	03	DvH_03_75-36162135	DvH_03_75	75	787.64M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_76-36167135/alignment_results/DvH_03_76-36167135_marked.bam	single-cells-dvh-03-76	single-cells	dvh	results_03_2	03	DvH_03_76-36167135	DvH_03_76	76	974.79M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_77-36164134/alignment_results/DvH_03_77-36164134_marked.bam	single-cells-dvh-03-77	single-cells	dvh	results_03_2	03	DvH_03_77-36164134	DvH_03_77	77	947.37M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_78-36158131/alignment_results/DvH_03_78-36158131_marked.bam	single-cells-dvh-03-78	single-cells	dvh	results_03_2	03	DvH_03_78-36158131	DvH_03_78	78	  1.46G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_79-36152121/alignment_results/DvH_03_79-36152121_marked.bam	single-cells-dvh-03-79	single-cells	dvh	results_03_2	03	DvH_03_79-36152121	DvH_03_79	79	  1G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_8-36165133/alignment_results/DvH_03_8-36165133_marked.bam	single-cells-dvh-03-8	single-cells	dvh	results_03_2	03	DvH_03_8-36165133	DvH_03_8	8	646.89M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_80-36164135/alignment_results/DvH_03_80-36164135_marked.bam	single-cells-dvh-03-80	single-cells	dvh	results_03_2	03	DvH_03_80-36164135	DvH_03_80	80	  1.27G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_81-36150136/alignment_results/DvH_03_81-36150136_marked.bam	single-cells-dvh-03-81	single-cells	dvh	results_03_2	03	DvH_03_81-36150136	DvH_03_81	81	842.93M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_82-36164136/alignment_results/DvH_03_82-36164136_marked.bam	single-cells-dvh-03-82	single-cells	dvh	results_03_2	03	DvH_03_82-36164136	DvH_03_82	82	874.72M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_83-36161138/alignment_results/DvH_03_83-36161138_marked.bam	single-cells-dvh-03-83	single-cells	dvh	results_03_2	03	DvH_03_83-36161138	DvH_03_83	83	  1.06G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_84-36160136/alignment_results/DvH_03_84-36160136_marked.bam	single-cells-dvh-03-84	single-cells	dvh	results_03_2	03	DvH_03_84-36160136	DvH_03_84	84	720.46M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_85-36161139/alignment_results/DvH_03_85-36161139_marked.bam	single-cells-dvh-03-85	single-cells	dvh	results_03_2	03	DvH_03_85-36161139	DvH_03_85	85	388.25M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_86-36161140/alignment_results/DvH_03_86-36161140_marked.bam	single-cells-dvh-03-86	single-cells	dvh	results_03_2	03	DvH_03_86-36161140	DvH_03_86	86	513.64M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_87-36155126/alignment_results/DvH_03_87-36155126_marked.bam	single-cells-dvh-03-87	single-cells	dvh	results_03_2	03	DvH_03_87-36155126	DvH_03_87	87	876.63M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_88-36153136/alignment_results/DvH_03_88-36153136_marked.bam	single-cells-dvh-03-88	single-cells	dvh	results_03_2	03	DvH_03_88-36153136	DvH_03_88	88	  1.09G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_89-36158134/alignment_results/DvH_03_89-36158134_marked.bam	single-cells-dvh-03-89	single-cells	dvh	results_03_2	03	DvH_03_89-36158134	DvH_03_89	89	988.64M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_9-36161142/alignment_results/DvH_03_9-36161142_marked.bam	single-cells-dvh-03-9	single-cells	dvh	results_03_2	03	DvH_03_9-36161142	DvH_03_9	9	937.01M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_91-36150137/alignment_results/DvH_03_91-36150137_marked.bam	single-cells-dvh-03-91	single-cells	dvh	results_03_2	03	DvH_03_91-36150137	DvH_03_91	91	  1.05G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_92-36167138/alignment_results/DvH_03_92-36167138_marked.bam	single-cells-dvh-03-92	single-cells	dvh	results_03_2	03	DvH_03_92-36167138	DvH_03_92	92	  1.4G
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_93-36162136/alignment_results/DvH_03_93-36162136_marked.bam	single-cells-dvh-03-93	single-cells	dvh	results_03_2	03	DvH_03_93-36162136	DvH_03_93	93	905.64M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_94-36158136/alignment_results/DvH_03_94-36158136_marked.bam	single-cells-dvh-03-94	single-cells	dvh	results_03_2	03	DvH_03_94-36158136	DvH_03_94	94	649.81M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_95-36159129/alignment_results/DvH_03_95-36159129_marked.bam	single-cells-dvh-03-95	single-cells	dvh	results_03_2	03	DvH_03_95-36159129	DvH_03_95	95	926.3M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_96-36162137/alignment_results/DvH_03_96-36162137_marked.bam	single-cells-dvh-03-96	single-cells	dvh	results_03_2	03	DvH_03_96-36162137	DvH_03_96	96	618.22M
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_09_2/dvh/DvH_09_1-36126307/alignment_results/DvH_09_1-36126307_marked.bam	single-cells-dvh-09-1	single-cells	dvh	results_09_2	09	DvH_09_1-36126307	DvH_09_1	1	  1.53G
