File	sample.id	experiment	org	epd.1	epd	sample.1	sample	cell	BAM_File_Size
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/13_Mmp_13_9-48498456/alignment_results/13_Mmp_13_9-48498456_marked.bam	single-cells-mmp-03-13	single-cells	mmp	results_03_2	03	13_Mmp_13_9-48498456	13_Mmp_13_9	13	 18.22M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/14_Mmp_14_9-48495483/alignment_results/14_Mmp_14_9-48495483_marked.bam	single-cells-mmp-03-14	single-cells	mmp	results_03_2	03	14_Mmp_14_9-48495483	14_Mmp_14_9	14	 19.11M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/16_Mmp_16_9-48505458/alignment_results/16_Mmp_16_9-48505458_marked.bam	single-cells-mmp-03-16	single-cells	mmp	results_03_2	03	16_Mmp_16_9-48505458	16_Mmp_16_9	16	 13.02M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/17_Mmp_17_9-48506461/alignment_results/17_Mmp_17_9-48506461_marked.bam	single-cells-mmp-03-17	single-cells	mmp	results_03_2	03	17_Mmp_17_9-48506461	17_Mmp_17_9	17	 11.14M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/18_Mmp_18_9-48482542/alignment_results/18_Mmp_18_9-48482542_marked.bam	single-cells-mmp-03-18	single-cells	mmp	results_03_2	03	18_Mmp_18_9-48482542	18_Mmp_18_9	18	 13.43M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/19_Mmp_19_9-48498457/alignment_results/19_Mmp_19_9-48498457_marked.bam	single-cells-mmp-03-19	single-cells	mmp	results_03_2	03	19_Mmp_19_9-48498457	19_Mmp_19_9	19	 17.35M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/20_Mmp_20_9-48493480/alignment_results/20_Mmp_20_9-48493480_marked.bam	single-cells-mmp-03-20	single-cells	mmp	results_03_2	03	20_Mmp_20_9-48493480	20_Mmp_20_9	20	 34.51M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/21_Mmp_21_9-48508460/alignment_results/21_Mmp_21_9-48508460_marked.bam	single-cells-mmp-03-21	single-cells	mmp	results_03_2	03	21_Mmp_21_9-48508460	21_Mmp_21_9	21	 32.01M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/22_Mmp_22_9-48504459/alignment_results/22_Mmp_22_9-48504459_marked.bam	single-cells-mmp-03-22	single-cells	mmp	results_03_2	03	22_Mmp_22_9-48504459	22_Mmp_22_9	22	 13.24M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/23_Mmp_23_9-48504460/alignment_results/23_Mmp_23_9-48504460_marked.bam	single-cells-mmp-03-23	single-cells	mmp	results_03_2	03	23_Mmp_23_9-48504460	23_Mmp_23_9	23	 29.79M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/24_Mmp_24_9-48506462/alignment_results/24_Mmp_24_9-48506462_marked.bam	single-cells-mmp-03-24	single-cells	mmp	results_03_2	03	24_Mmp_24_9-48506462	24_Mmp_24_9	24	  9.01M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/25_Mmp_25_9-48497484/alignment_results/25_Mmp_25_9-48497484_marked.bam	single-cells-mmp-03-25	single-cells	mmp	results_03_2	03	25_Mmp_25_9-48497484	25_Mmp_25_9	25	 57.87M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/26_Mmp_26_9-48502458/alignment_results/26_Mmp_26_9-48502458_marked.bam	single-cells-mmp-03-26	single-cells	mmp	results_03_2	03	26_Mmp_26_9-48502458	26_Mmp_26_9	26	 26.27M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/27_Mmp_27_9-48497485/alignment_results/27_Mmp_27_9-48497485_marked.bam	single-cells-mmp-03-27	single-cells	mmp	results_03_2	03	27_Mmp_27_9-48497485	27_Mmp_27_9	27	 52.18M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/28_Mmp_28_9-48508461/alignment_results/28_Mmp_28_9-48508461_marked.bam	single-cells-mmp-03-28	single-cells	mmp	results_03_2	03	28_Mmp_28_9-48508461	28_Mmp_28_9	28	 19.64M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/29_Mmp_29_9-48500460/alignment_results/29_Mmp_29_9-48500460_marked.bam	single-cells-mmp-03-29	single-cells	mmp	results_03_2	03	29_Mmp_29_9-48500460	29_Mmp_29_9	29	 25.96M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/30_Mmp_30_9-48503458/alignment_results/30_Mmp_30_9-48503458_marked.bam	single-cells-mmp-03-30	single-cells	mmp	results_03_2	03	30_Mmp_30_9-48503458	30_Mmp_30_9	30	 21.63M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/31_Mmp_31_9-48507460/alignment_results/31_Mmp_31_9-48507460_marked.bam	single-cells-mmp-03-31	single-cells	mmp	results_03_2	03	31_Mmp_31_9-48507460	31_Mmp_31_9	31	 10.44M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/32_Mmp_32_9-48495485/alignment_results/32_Mmp_32_9-48495485_marked.bam	single-cells-mmp-03-32	single-cells	mmp	results_03_2	03	32_Mmp_32_9-48495485	32_Mmp_32_9	32	 26.42M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/33_Mmp_33_9-48497486/alignment_results/33_Mmp_33_9-48497486_marked.bam	single-cells-mmp-03-33	single-cells	mmp	results_03_2	03	33_Mmp_33_9-48497486	33_Mmp_33_9	33	 42.38M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/35_Mmp_35_9-48498458/alignment_results/35_Mmp_35_9-48498458_marked.bam	single-cells-mmp-03-35	single-cells	mmp	results_03_2	03	35_Mmp_35_9-48498458	35_Mmp_35_9	35	 37.03M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/36_Mmp_36_9-48501461/alignment_results/36_Mmp_36_9-48501461_marked.bam	single-cells-mmp-03-36	single-cells	mmp	results_03_2	03	36_Mmp_36_9-48501461	36_Mmp_36_9	36	  8.83M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/37_Mmp_37_9-48503459/alignment_results/37_Mmp_37_9-48503459_marked.bam	single-cells-mmp-03-37	single-cells	mmp	results_03_2	03	37_Mmp_37_9-48503459	37_Mmp_37_9	37	 46.95M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/38_Mmp_38_9-48493481/alignment_results/38_Mmp_38_9-48493481_marked.bam	single-cells-mmp-03-38	single-cells	mmp	results_03_2	03	38_Mmp_38_9-48493481	38_Mmp_38_9	38	 21.86M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/39_Mmp_39_9-48482544/alignment_results/39_Mmp_39_9-48482544_marked.bam	single-cells-mmp-03-39	single-cells	mmp	results_03_2	03	39_Mmp_39_9-48482544	39_Mmp_39_9	39	 46.79M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/40_Mmp_40_9-48482545/alignment_results/40_Mmp_40_9-48482545_marked.bam	single-cells-mmp-03-40	single-cells	mmp	results_03_2	03	40_Mmp_40_9-48482545	40_Mmp_40_9	40	 17.62M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/41_Mmp_41_9-48499460/alignment_results/41_Mmp_41_9-48499460_marked.bam	single-cells-mmp-03-41	single-cells	mmp	results_03_2	03	41_Mmp_41_9-48499460	41_Mmp_41_9	41	 11.14M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/42_Mmp_42_9-48502459/alignment_results/42_Mmp_42_9-48502459_marked.bam	single-cells-mmp-03-42	single-cells	mmp	results_03_2	03	42_Mmp_42_9-48502459	42_Mmp_42_9	42	 10.57M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/43_Mmp_43_9-48499461/alignment_results/43_Mmp_43_9-48499461_marked.bam	single-cells-mmp-03-43	single-cells	mmp	results_03_2	03	43_Mmp_43_9-48499461	43_Mmp_43_9	43	 11.29M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/44_Mmp_44_9-48505459/alignment_results/44_Mmp_44_9-48505459_marked.bam	single-cells-mmp-03-44	single-cells	mmp	results_03_2	03	44_Mmp_44_9-48505459	44_Mmp_44_9	44	 10M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/45_Mmp_45_9-48497487/alignment_results/45_Mmp_45_9-48497487_marked.bam	single-cells-mmp-03-45	single-cells	mmp	results_03_2	03	45_Mmp_45_9-48497487	45_Mmp_45_9	45	 34.76M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/46_Mmp_46_9-48495486/alignment_results/46_Mmp_46_9-48495486_marked.bam	single-cells-mmp-03-46	single-cells	mmp	results_03_2	03	46_Mmp_46_9-48495486	46_Mmp_46_9	46	  9.14M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/47_Mmp_47_9-48504461/alignment_results/47_Mmp_47_9-48504461_marked.bam	single-cells-mmp-03-47	single-cells	mmp	results_03_2	03	47_Mmp_47_9-48504461	47_Mmp_47_9	47	 20.18M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/49_Mmp_49_9-48506463/alignment_results/49_Mmp_49_9-48506463_marked.bam	single-cells-mmp-03-49	single-cells	mmp	results_03_2	03	49_Mmp_49_9-48506463	49_Mmp_49_9	49	 31.91M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/50_Mmp_50_9-48506464/alignment_results/50_Mmp_50_9-48506464_marked.bam	single-cells-mmp-03-50	single-cells	mmp	results_03_2	03	50_Mmp_50_9-48506464	50_Mmp_50_9	50	 35.91M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/51_Mmp_51_9-48500461/alignment_results/51_Mmp_51_9-48500461_marked.bam	single-cells-mmp-03-51	single-cells	mmp	results_03_2	03	51_Mmp_51_9-48500461	51_Mmp_51_9	51	 63.85M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/52_Mmp_52_9-48496490/alignment_results/52_Mmp_52_9-48496490_marked.bam	single-cells-mmp-03-52	single-cells	mmp	results_03_2	03	52_Mmp_52_9-48496490	52_Mmp_52_9	52	 33.83M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/53_Mmp_53_9-48484532/alignment_results/53_Mmp_53_9-48484532_marked.bam	single-cells-mmp-03-53	single-cells	mmp	results_03_2	03	53_Mmp_53_9-48484532	53_Mmp_53_9	53	 18.73M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/54_Mmp_54_9-48506465/alignment_results/54_Mmp_54_9-48506465_marked.bam	single-cells-mmp-03-54	single-cells	mmp	results_03_2	03	54_Mmp_54_9-48506465	54_Mmp_54_9	54	 11.39M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/55_Mmp_55_9-48491487/alignment_results/55_Mmp_55_9-48491487_marked.bam	single-cells-mmp-03-55	single-cells	mmp	results_03_2	03	55_Mmp_55_9-48491487	55_Mmp_55_9	55	 13.66M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/56_Mmp_56_9-48495487/alignment_results/56_Mmp_56_9-48495487_marked.bam	single-cells-mmp-03-56	single-cells	mmp	results_03_2	03	56_Mmp_56_9-48495487	56_Mmp_56_9	56	 29.33M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/57_Mmp_57_9-48505460/alignment_results/57_Mmp_57_9-48505460_marked.bam	single-cells-mmp-03-57	single-cells	mmp	results_03_2	03	57_Mmp_57_9-48505460	57_Mmp_57_9	57	 41.78M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/58_Mmp_58_9-48502460/alignment_results/58_Mmp_58_9-48502460_marked.bam	single-cells-mmp-03-58	single-cells	mmp	results_03_2	03	58_Mmp_58_9-48502460	58_Mmp_58_9	58	 15.07M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/59_Mmp_59_9-48508462/alignment_results/59_Mmp_59_9-48508462_marked.bam	single-cells-mmp-03-59	single-cells	mmp	results_03_2	03	59_Mmp_59_9-48508462	59_Mmp_59_9	59	 12.29M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/61_Mmp_61_9-48507463/alignment_results/61_Mmp_61_9-48507463_marked.bam	single-cells-mmp-03-61	single-cells	mmp	results_03_2	03	61_Mmp_61_9-48507463	61_Mmp_61_9	61	 63.37M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/62_Mmp_62_9-48495488/alignment_results/62_Mmp_62_9-48495488_marked.bam	single-cells-mmp-03-62	single-cells	mmp	results_03_2	03	62_Mmp_62_9-48495488	62_Mmp_62_9	62	 22.28M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/63_Mmp_63_9-48484533/alignment_results/63_Mmp_63_9-48484533_marked.bam	single-cells-mmp-03-63	single-cells	mmp	results_03_2	03	63_Mmp_63_9-48484533	63_Mmp_63_9	63	 23.23M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/64_Mmp_64_9-48484534/alignment_results/64_Mmp_64_9-48484534_marked.bam	single-cells-mmp-03-64	single-cells	mmp	results_03_2	03	64_Mmp_64_9-48484534	64_Mmp_64_9	64	 31.45M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/65_Mmp_65_9-48502461/alignment_results/65_Mmp_65_9-48502461_marked.bam	single-cells-mmp-03-65	single-cells	mmp	results_03_2	03	65_Mmp_65_9-48502461	65_Mmp_65_9	65	 14.89M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/66_Mmp_66_9-48496491/alignment_results/66_Mmp_66_9-48496491_marked.bam	single-cells-mmp-03-66	single-cells	mmp	results_03_2	03	66_Mmp_66_9-48496491	66_Mmp_66_9	66	 16.52M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/67_Mmp_67_9-48495489/alignment_results/67_Mmp_67_9-48495489_marked.bam	single-cells-mmp-03-67	single-cells	mmp	results_03_2	03	67_Mmp_67_9-48495489	67_Mmp_67_9	67	 13.12M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/68_Mmp_68_9-48505461/alignment_results/68_Mmp_68_9-48505461_marked.bam	single-cells-mmp-03-68	single-cells	mmp	results_03_2	03	68_Mmp_68_9-48505461	68_Mmp_68_9	68	 27.32M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/70_Mmp_70_9-48495490/alignment_results/70_Mmp_70_9-48495490_marked.bam	single-cells-mmp-03-70	single-cells	mmp	results_03_2	03	70_Mmp_70_9-48495490	70_Mmp_70_9	70	 22.99M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/71_Mmp_71_9-48491488/alignment_results/71_Mmp_71_9-48491488_marked.bam	single-cells-mmp-03-71	single-cells	mmp	results_03_2	03	71_Mmp_71_9-48491488	71_Mmp_71_9	71	 17.72M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/73_Mmp_73_9-48504462/alignment_results/73_Mmp_73_9-48504462_marked.bam	single-cells-mmp-03-73	single-cells	mmp	results_03_2	03	73_Mmp_73_9-48504462	73_Mmp_73_9	73	  9.41M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/74_Mmp_74_9-48496492/alignment_results/74_Mmp_74_9-48496492_marked.bam	single-cells-mmp-03-74	single-cells	mmp	results_03_2	03	74_Mmp_74_9-48496492	74_Mmp_74_9	74	 50.12M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/75_Mmp_75_9-48495491/alignment_results/75_Mmp_75_9-48495491_marked.bam	single-cells-mmp-03-75	single-cells	mmp	results_03_2	03	75_Mmp_75_9-48495491	75_Mmp_75_9	75	 30.72M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/76_Mmp_76_9-48484535/alignment_results/76_Mmp_76_9-48484535_marked.bam	single-cells-mmp-03-76	single-cells	mmp	results_03_2	03	76_Mmp_76_9-48484535	76_Mmp_76_9	76	 21.61M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/77_Mmp_77_9-48497488/alignment_results/77_Mmp_77_9-48497488_marked.bam	single-cells-mmp-03-77	single-cells	mmp	results_03_2	03	77_Mmp_77_9-48497488	77_Mmp_77_9	77	 10.21M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/78_Mmp_78_9-48495492/alignment_results/78_Mmp_78_9-48495492_marked.bam	single-cells-mmp-03-78	single-cells	mmp	results_03_2	03	78_Mmp_78_9-48495492	78_Mmp_78_9	78	  6.21M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/79_Mmp_79_9-48502462/alignment_results/79_Mmp_79_9-48502462_marked.bam	single-cells-mmp-03-79	single-cells	mmp	results_03_2	03	79_Mmp_79_9-48502462	79_Mmp_79_9	79	 11.23M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/80_Mmp_80_9-48496494/alignment_results/80_Mmp_80_9-48496494_marked.bam	single-cells-mmp-03-80	single-cells	mmp	results_03_2	03	80_Mmp_80_9-48496494	80_Mmp_80_9	80	 13.97M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/83_Mmp_83_9-48497489/alignment_results/83_Mmp_83_9-48497489_marked.bam	single-cells-mmp-03-83	single-cells	mmp	results_03_2	03	83_Mmp_83_9-48497489	83_Mmp_83_9	83	 26.44M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/84_Mmp_84_9-48496495/alignment_results/84_Mmp_84_9-48496495_marked.bam	single-cells-mmp-03-84	single-cells	mmp	results_03_2	03	84_Mmp_84_9-48496495	84_Mmp_84_9	84	  8.8M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/85_Mmp_85_9-48493483/alignment_results/85_Mmp_85_9-48493483_marked.bam	single-cells-mmp-03-85	single-cells	mmp	results_03_2	03	85_Mmp_85_9-48493483	85_Mmp_85_9	85	 60.09M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/86_Mmp_86_9-48491489/alignment_results/86_Mmp_86_9-48491489_marked.bam	single-cells-mmp-03-86	single-cells	mmp	results_03_2	03	86_Mmp_86_9-48491489	86_Mmp_86_9	86	 25.04M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/87_Mmp_87_9-48505462/alignment_results/87_Mmp_87_9-48505462_marked.bam	single-cells-mmp-03-87	single-cells	mmp	results_03_2	03	87_Mmp_87_9-48505462	87_Mmp_87_9	87	 36.42M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/88_Mmp_88_9-48508464/alignment_results/88_Mmp_88_9-48508464_marked.bam	single-cells-mmp-03-88	single-cells	mmp	results_03_2	03	88_Mmp_88_9-48508464	88_Mmp_88_9	88	 36.61M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/89_Mmp_89_9-48506466/alignment_results/89_Mmp_89_9-48506466_marked.bam	single-cells-mmp-03-89	single-cells	mmp	results_03_2	03	89_Mmp_89_9-48506466	89_Mmp_89_9	89	 13.14M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/90_Mmp_90_9-48505463/alignment_results/90_Mmp_90_9-48505463_marked.bam	single-cells-mmp-03-90	single-cells	mmp	results_03_2	03	90_Mmp_90_9-48505463	90_Mmp_90_9	90	 13.45M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/91_Mmp_91_9-48508465/alignment_results/91_Mmp_91_9-48508465_marked.bam	single-cells-mmp-03-91	single-cells	mmp	results_03_2	03	91_Mmp_91_9-48508465	91_Mmp_91_9	91	 12.05M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/92_Mmp_92_9-48506468/alignment_results/92_Mmp_92_9-48506468_marked.bam	single-cells-mmp-03-92	single-cells	mmp	results_03_2	03	92_Mmp_92_9-48506468	92_Mmp_92_9	92	 14.94M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/95_Mmp_95_9-48505464/alignment_results/95_Mmp_95_9-48505464_marked.bam	single-cells-mmp-03-95	single-cells	mmp	results_03_2	03	95_Mmp_95_9-48505464	95_Mmp_95_9	95	 41.75M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/96_Mmp_96_9-48505465/alignment_results/96_Mmp_96_9-48505465_marked.bam	single-cells-mmp-03-96	single-cells	mmp	results_03_2	03	96_Mmp_96_9-48505465	96_Mmp_96_9	96	 18.02M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/01_Mmp_1_UA315209-48696897/alignment_results/01_Mmp_1_UA315209-48696897_marked.bam	single-cells-mmp-09-1	single-cells	mmp	results_09_2	09	01_Mmp_1_UA315209-48696897	01_Mmp_1_UA315209	1	 47.79M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/02_Mmp_2_UA315209-48696898/alignment_results/02_Mmp_2_UA315209-48696898_marked.bam	single-cells-mmp-09-2	single-cells	mmp	results_09_2	09	02_Mmp_2_UA315209-48696898	02_Mmp_2_UA315209	2	 54.51M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/03_Mmp_3_UA315209-48699924/alignment_results/03_Mmp_3_UA315209-48699924_marked.bam	single-cells-mmp-09-3	single-cells	mmp	results_09_2	09	03_Mmp_3_UA315209-48699924	03_Mmp_3_UA315209	3	 83.9M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/04_Mmp_4_UA315209-48696902/alignment_results/04_Mmp_4_UA315209-48696902_marked.bam	single-cells-mmp-09-4	single-cells	mmp	results_09_2	09	04_Mmp_4_UA315209-48696902	04_Mmp_4_UA315209	4	 73.36M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/05_Mmp_5_UA315209-48710749/alignment_results/05_Mmp_5_UA315209-48710749_marked.bam	single-cells-mmp-09-5	single-cells	mmp	results_09_2	09	05_Mmp_5_UA315209-48710749	05_Mmp_5_UA315209	5	 68.78M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/06_Mmp_6_UA315209-48701864/alignment_results/06_Mmp_6_UA315209-48701864_marked.bam	single-cells-mmp-09-6	single-cells	mmp	results_09_2	09	06_Mmp_6_UA315209-48701864	06_Mmp_6_UA315209	6	 43.86M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/07_Mmp_7_UA315209-48709732/alignment_results/07_Mmp_7_UA315209-48709732_marked.bam	single-cells-mmp-09-7	single-cells	mmp	results_09_2	09	07_Mmp_7_UA315209-48709732	07_Mmp_7_UA315209	7	 28.89M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/08_Mmp_8_UA315209-48691911/alignment_results/08_Mmp_8_UA315209-48691911_marked.bam	single-cells-mmp-09-8	single-cells	mmp	results_09_2	09	08_Mmp_8_UA315209-48691911	08_Mmp_8_UA315209	8	 40.78M
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_09_2/mmp/09_Mmp_9_UA315209-48690898/alignment_results/09_Mmp_9_UA315209-48690898_marked.bam	single-cells-mmp-09-9	single-cells	mmp	results_09_2	09	09_Mmp_9_UA315209-48690898	09_Mmp_9_UA315209	9	 48.34M
