BAM_file	sample.x	sample.id	experiment	epd	org	cell	fastq_files1	fastq_files2	fastq_files3	fastq_files4	fastq_files5	fastq_files6	fastq_files7	fastq_files8	description
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_19-36149120/alignment_results/DvH_03_19-36149120_marked.bam	DvH_03_19	single-cells-dvh-03-19	single-cells	03	dvh	19	DvH-03-19_S105_L001_R1_001.fastq.gz	DvH-03-19_S105_L001_R2_001.fastq.gz	DvH-03-19_S105_L002_R1_001.fastq.gz	DvH-03-19_S105_L002_R2_001.fastq.gz	DvH-03-19_S105_L003_R1_001.fastq.gz	DvH-03-19_S105_L003_R2_001.fastq.gz	DvH-03-19_S105_L004_R1_001.fastq.gz	DvH-03-19_S105_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 19 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_2-36151118/alignment_results/DvH_03_2-36151118_marked.bam	DvH_03_2	single-cells-dvh-03-2	single-cells	03	dvh	2	DvH-03-2_S106_L001_R1_001.fastq.gz	DvH-03-2_S106_L001_R2_001.fastq.gz	DvH-03-2_S106_L002_R1_001.fastq.gz	DvH-03-2_S106_L002_R2_001.fastq.gz	DvH-03-2_S106_L003_R1_001.fastq.gz	DvH-03-2_S106_L003_R2_001.fastq.gz	DvH-03-2_S106_L004_R1_001.fastq.gz	DvH-03-2_S106_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 2 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_20-36167131/alignment_results/DvH_03_20-36167131_marked.bam	DvH_03_20	single-cells-dvh-03-20	single-cells	03	dvh	20	DvH-03-20_S107_L001_R1_001.fastq.gz	DvH-03-20_S107_L001_R2_001.fastq.gz	DvH-03-20_S107_L002_R1_001.fastq.gz	DvH-03-20_S107_L002_R2_001.fastq.gz	DvH-03-20_S107_L003_R1_001.fastq.gz	DvH-03-20_S107_L003_R2_001.fastq.gz	DvH-03-20_S107_L004_R1_001.fastq.gz	DvH-03-20_S107_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 20 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_22-36158124/alignment_results/DvH_03_22-36158124_marked.bam	DvH_03_22	single-cells-dvh-03-22	single-cells	03	dvh	22	DvH-03-22_S108_L001_R1_001.fastq.gz	DvH-03-22_S108_L001_R2_001.fastq.gz	DvH-03-22_S108_L002_R1_001.fastq.gz	DvH-03-22_S108_L002_R2_001.fastq.gz	DvH-03-22_S108_L003_R1_001.fastq.gz	DvH-03-22_S108_L003_R2_001.fastq.gz	DvH-03-22_S108_L004_R1_001.fastq.gz	DvH-03-22_S108_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 22 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_23-36161128/alignment_results/DvH_03_23-36161128_marked.bam	DvH_03_23	single-cells-dvh-03-23	single-cells	03	dvh	23	DvH-03-23_S109_L001_R1_001.fastq.gz	DvH-03-23_S109_L001_R2_001.fastq.gz	DvH-03-23_S109_L002_R1_001.fastq.gz	DvH-03-23_S109_L002_R2_001.fastq.gz	DvH-03-23_S109_L003_R1_001.fastq.gz	DvH-03-23_S109_L003_R2_001.fastq.gz	DvH-03-23_S109_L004_R1_001.fastq.gz	DvH-03-23_S109_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 23 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_24-36154120/alignment_results/DvH_03_24-36154120_marked.bam	DvH_03_24	single-cells-dvh-03-24	single-cells	03	dvh	24	DvH-03-24_S110_L001_R1_001.fastq.gz	DvH-03-24_S110_L001_R2_001.fastq.gz	DvH-03-24_S110_L002_R1_001.fastq.gz	DvH-03-24_S110_L002_R2_001.fastq.gz	DvH-03-24_S110_L003_R1_001.fastq.gz	DvH-03-24_S110_L003_R2_001.fastq.gz	DvH-03-24_S110_L004_R1_001.fastq.gz	DvH-03-24_S110_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 24 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_25-36153127/alignment_results/DvH_03_25-36153127_marked.bam	DvH_03_25	single-cells-dvh-03-25	single-cells	03	dvh	25	DvH-03-25_S111_L001_R1_001.fastq.gz	DvH-03-25_S111_L001_R2_001.fastq.gz	DvH-03-25_S111_L002_R1_001.fastq.gz	DvH-03-25_S111_L002_R2_001.fastq.gz	DvH-03-25_S111_L003_R1_001.fastq.gz	DvH-03-25_S111_L003_R2_001.fastq.gz	DvH-03-25_S111_L004_R1_001.fastq.gz	DvH-03-25_S111_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 25 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_26-36158125/alignment_results/DvH_03_26-36158125_marked.bam	DvH_03_26	single-cells-dvh-03-26	single-cells	03	dvh	26	DvH-03-26_S112_L001_R1_001.fastq.gz	DvH-03-26_S112_L001_R2_001.fastq.gz	DvH-03-26_S112_L002_R1_001.fastq.gz	DvH-03-26_S112_L002_R2_001.fastq.gz	DvH-03-26_S112_L003_R1_001.fastq.gz	DvH-03-26_S112_L003_R2_001.fastq.gz	DvH-03-26_S112_L004_R1_001.fastq.gz	DvH-03-26_S112_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 26 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_27-36151119/alignment_results/DvH_03_27-36151119_marked.bam	DvH_03_27	single-cells-dvh-03-27	single-cells	03	dvh	27	DvH-03-27_S113_L001_R1_001.fastq.gz	DvH-03-27_S113_L001_R2_001.fastq.gz	DvH-03-27_S113_L002_R1_001.fastq.gz	DvH-03-27_S113_L002_R2_001.fastq.gz	DvH-03-27_S113_L003_R1_001.fastq.gz	DvH-03-27_S113_L003_R2_001.fastq.gz	DvH-03-27_S113_L004_R1_001.fastq.gz	DvH-03-27_S113_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 27 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_28-36160127/alignment_results/DvH_03_28-36160127_marked.bam	DvH_03_28	single-cells-dvh-03-28	single-cells	03	dvh	28	DvH-03-28_S114_L001_R1_001.fastq.gz	DvH-03-28_S114_L001_R2_001.fastq.gz	DvH-03-28_S114_L002_R1_001.fastq.gz	DvH-03-28_S114_L002_R2_001.fastq.gz	DvH-03-28_S114_L003_R1_001.fastq.gz	DvH-03-28_S114_L003_R2_001.fastq.gz	DvH-03-28_S114_L004_R1_001.fastq.gz	DvH-03-28_S114_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 28 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_29-36150121/alignment_results/DvH_03_29-36150121_marked.bam	DvH_03_29	single-cells-dvh-03-29	single-cells	03	dvh	29	DvH-03-29_S115_L001_R1_001.fastq.gz	DvH-03-29_S115_L001_R2_001.fastq.gz	DvH-03-29_S115_L002_R1_001.fastq.gz	DvH-03-29_S115_L002_R2_001.fastq.gz	DvH-03-29_S115_L003_R1_001.fastq.gz	DvH-03-29_S115_L003_R2_001.fastq.gz	DvH-03-29_S115_L004_R1_001.fastq.gz	DvH-03-29_S115_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 29 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_3-36165130/alignment_results/DvH_03_3-36165130_marked.bam	DvH_03_3	single-cells-dvh-03-3	single-cells	03	dvh	3	DvH-03-3_S116_L001_R1_001.fastq.gz	DvH-03-3_S116_L001_R2_001.fastq.gz	DvH-03-3_S116_L002_R1_001.fastq.gz	DvH-03-3_S116_L002_R2_001.fastq.gz	DvH-03-3_S116_L003_R1_001.fastq.gz	DvH-03-3_S116_L003_R2_001.fastq.gz	DvH-03-3_S116_L004_R1_001.fastq.gz	DvH-03-3_S116_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 3 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_30-36167132/alignment_results/DvH_03_30-36167132_marked.bam	DvH_03_30	single-cells-dvh-03-30	single-cells	03	dvh	30	DvH-03-30_S117_L001_R1_001.fastq.gz	DvH-03-30_S117_L001_R2_001.fastq.gz	DvH-03-30_S117_L002_R1_001.fastq.gz	DvH-03-30_S117_L002_R2_001.fastq.gz	DvH-03-30_S117_L003_R1_001.fastq.gz	DvH-03-30_S117_L003_R2_001.fastq.gz	DvH-03-30_S117_L004_R1_001.fastq.gz	DvH-03-30_S117_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 30 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_31-36152118/alignment_results/DvH_03_31-36152118_marked.bam	DvH_03_31	single-cells-dvh-03-31	single-cells	03	dvh	31	DvH-03-31_S118_L001_R1_001.fastq.gz	DvH-03-31_S118_L001_R2_001.fastq.gz	DvH-03-31_S118_L002_R1_001.fastq.gz	DvH-03-31_S118_L002_R2_001.fastq.gz	DvH-03-31_S118_L003_R1_001.fastq.gz	DvH-03-31_S118_L003_R2_001.fastq.gz	DvH-03-31_S118_L004_R1_001.fastq.gz	DvH-03-31_S118_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 31 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_32-36149121/alignment_results/DvH_03_32-36149121_marked.bam	DvH_03_32	single-cells-dvh-03-32	single-cells	03	dvh	32	DvH-03-32_S119_L001_R1_001.fastq.gz	DvH-03-32_S119_L001_R2_001.fastq.gz	DvH-03-32_S119_L002_R1_001.fastq.gz	DvH-03-32_S119_L002_R2_001.fastq.gz	DvH-03-32_S119_L003_R1_001.fastq.gz	DvH-03-32_S119_L003_R2_001.fastq.gz	DvH-03-32_S119_L004_R1_001.fastq.gz	DvH-03-32_S119_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 32 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_33-36153128/alignment_results/DvH_03_33-36153128_marked.bam	DvH_03_33	single-cells-dvh-03-33	single-cells	03	dvh	33	DvH-03-33_S120_L001_R1_001.fastq.gz	DvH-03-33_S120_L001_R2_001.fastq.gz	DvH-03-33_S120_L002_R1_001.fastq.gz	DvH-03-33_S120_L002_R2_001.fastq.gz	DvH-03-33_S120_L003_R1_001.fastq.gz	DvH-03-33_S120_L003_R2_001.fastq.gz	DvH-03-33_S120_L004_R1_001.fastq.gz	DvH-03-33_S120_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 33 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_34-36161129/alignment_results/DvH_03_34-36161129_marked.bam	DvH_03_34	single-cells-dvh-03-34	single-cells	03	dvh	34	DvH-03-34_S121_L001_R1_001.fastq.gz	DvH-03-34_S121_L001_R2_001.fastq.gz	DvH-03-34_S121_L002_R1_001.fastq.gz	DvH-03-34_S121_L002_R2_001.fastq.gz	DvH-03-34_S121_L003_R1_001.fastq.gz	DvH-03-34_S121_L003_R2_001.fastq.gz	DvH-03-34_S121_L004_R1_001.fastq.gz	DvH-03-34_S121_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 34 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_35-36149122/alignment_results/DvH_03_35-36149122_marked.bam	DvH_03_35	single-cells-dvh-03-35	single-cells	03	dvh	35	DvH-03-35_S122_L001_R1_001.fastq.gz	DvH-03-35_S122_L001_R2_001.fastq.gz	DvH-03-35_S122_L002_R1_001.fastq.gz	DvH-03-35_S122_L002_R2_001.fastq.gz	DvH-03-35_S122_L003_R1_001.fastq.gz	DvH-03-35_S122_L003_R2_001.fastq.gz	DvH-03-35_S122_L004_R1_001.fastq.gz	DvH-03-35_S122_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 35 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_36-36162129/alignment_results/DvH_03_36-36162129_marked.bam	DvH_03_36	single-cells-dvh-03-36	single-cells	03	dvh	36	DvH-03-36_S123_L001_R1_001.fastq.gz	DvH-03-36_S123_L001_R2_001.fastq.gz	DvH-03-36_S123_L002_R1_001.fastq.gz	DvH-03-36_S123_L002_R2_001.fastq.gz	DvH-03-36_S123_L003_R1_001.fastq.gz	DvH-03-36_S123_L003_R2_001.fastq.gz	DvH-03-36_S123_L004_R1_001.fastq.gz	DvH-03-36_S123_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 36 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_37-36165131/alignment_results/DvH_03_37-36165131_marked.bam	DvH_03_37	single-cells-dvh-03-37	single-cells	03	dvh	37	DvH-03-37_S124_L001_R1_001.fastq.gz	DvH-03-37_S124_L001_R2_001.fastq.gz	DvH-03-37_S124_L002_R1_001.fastq.gz	DvH-03-37_S124_L002_R2_001.fastq.gz	DvH-03-37_S124_L003_R1_001.fastq.gz	DvH-03-37_S124_L003_R2_001.fastq.gz	DvH-03-37_S124_L004_R1_001.fastq.gz	DvH-03-37_S124_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 37 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_38-36161130/alignment_results/DvH_03_38-36161130_marked.bam	DvH_03_38	single-cells-dvh-03-38	single-cells	03	dvh	38	DvH-03-38_S125_L001_R1_001.fastq.gz	DvH-03-38_S125_L001_R2_001.fastq.gz	DvH-03-38_S125_L002_R1_001.fastq.gz	DvH-03-38_S125_L002_R2_001.fastq.gz	DvH-03-38_S125_L003_R1_001.fastq.gz	DvH-03-38_S125_L003_R2_001.fastq.gz	DvH-03-38_S125_L004_R1_001.fastq.gz	DvH-03-38_S125_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 38 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_39-36163129/alignment_results/DvH_03_39-36163129_marked.bam	DvH_03_39	single-cells-dvh-03-39	single-cells	03	dvh	39	DvH-03-39_S126_L001_R1_001.fastq.gz	DvH-03-39_S126_L001_R2_001.fastq.gz	DvH-03-39_S126_L002_R1_001.fastq.gz	DvH-03-39_S126_L002_R2_001.fastq.gz	DvH-03-39_S126_L003_R1_001.fastq.gz	DvH-03-39_S126_L003_R2_001.fastq.gz	DvH-03-39_S126_L004_R1_001.fastq.gz	DvH-03-39_S126_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 39 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_4-36155121/alignment_results/DvH_03_4-36155121_marked.bam	DvH_03_4	single-cells-dvh-03-4	single-cells	03	dvh	4	DvH-03-4_S127_L001_R1_001.fastq.gz	DvH-03-4_S127_L001_R2_001.fastq.gz	DvH-03-4_S127_L002_R1_001.fastq.gz	DvH-03-4_S127_L002_R2_001.fastq.gz	DvH-03-4_S127_L003_R1_001.fastq.gz	DvH-03-4_S127_L003_R2_001.fastq.gz	DvH-03-4_S127_L004_R1_001.fastq.gz	DvH-03-4_S127_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 4 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/dvh-coculture-rnaseq/dvh-single-cells/results_03_2/dvh/DvH_03_40-36164129/alignment_results/DvH_03_40-36164129_marked.bam	DvH_03_40	single-cells-dvh-03-40	single-cells	03	dvh	40	DvH-03-40_S128_L001_R1_001.fastq.gz	DvH-03-40_S128_L001_R2_001.fastq.gz	DvH-03-40_S128_L002_R1_001.fastq.gz	DvH-03-40_S128_L002_R2_001.fastq.gz	DvH-03-40_S128_L003_R1_001.fastq.gz	DvH-03-40_S128_L003_R2_001.fastq.gz	DvH-03-40_S128_L004_R1_001.fastq.gz	DvH-03-40_S128_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 40 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation
