First_Pair_File	sample.id	experiment.x	sample.x	no.x	tmp1.x	Second_Pair_File	experiment.y	sample.y	no.y	tmp1.y	BAM_File	experiment	org	sample	no	biosample_name	epd	line	transfer	biosample_organism	generation	isolate	First_Pair_dir	Second_Pair_dir	BAM_dir	First_Pair_Size	Second_Pair_Size	BAM_Size	experiment_short
Clonal-isolates/data/11_S55/11_S55_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.M02	Clonal-isolates	HR2.152.10.M02	11	S55	Clonal-isolates/data/11_S55/11_S55_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.M02	11	S55	Clonal-isolates/results/mmp/11_S55/alignment_results/11_S55_marked.bam	Clonal-isolates	mmp	HR2.152.10.M02	11	HR2_1000_CI_10_M02	10	HR2	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/11_S55/11_S55_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/11_S55/11_S55_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/11_S55/alignment_results/11_S55_marked.bam	 982.48M	  1.08G	  4.46G	CI
Clonal-isolates/data/12_S56/12_S56_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.D02	Clonal-isolates	UA3.152.02.D02	12	S56	Clonal-isolates/data/12_S56/12_S56_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.D02	12	S56	Clonal-isolates/results/dvh/12_S56/alignment_results/12_S56_marked.bam	Clonal-isolates	dvh	UE3.152.02.D02	12	UE3_1000_CI_02_D02	02	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/12_S56/12_S56_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/12_S56/12_S56_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/12_S56/alignment_results/12_S56_marked.bam	   1.27G	  1.46G	  5.13G	CI
Clonal-isolates/data/12_S56/12_S56_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.M02	Clonal-isolates	UA3.152.02.M02	12	S56	Clonal-isolates/data/12_S56/12_S56_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.M02	12	S56	Clonal-isolates/results/mmp/12_S56/alignment_results/12_S56_marked.bam	Clonal-isolates	mmp	UE3.152.02.M02	12	UE3_1000_CI_02_M02	02	UE3	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/12_S56/12_S56_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/12_S56/12_S56_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/12_S56/alignment_results/12_S56_marked.bam	   1.27G	  1.46G	  5.93G	CI
Clonal-isolates/data/13_S57/13_S57_R1_001.fastq.gz	Clonal-isolates-UA3.152.09.D01	Clonal-isolates	UA3.152.09.D01	13	S57	Clonal-isolates/data/13_S57/13_S57_R2_001.fastq.gz	Clonal-isolates	UA3.152.09.D01	13	S57	Clonal-isolates/results/dvh/13_S57/alignment_results/13_S57_marked.bam	Clonal-isolates	dvh	UE3.152.09.D01	13	UE3_1000_CI_09_D01	09	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/13_S57/13_S57_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/13_S57/13_S57_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/13_S57/alignment_results/13_S57_marked.bam	   1.03G	  1.16G	  4.69G	CI
Clonal-isolates/data/14_S58/14_S58_R1_001.fastq.gz	Clonal-isolates-UA3.152.10.D03	Clonal-isolates	UA3.152.10.D03	14	S58	Clonal-isolates/data/14_S58/14_S58_R2_001.fastq.gz	Clonal-isolates	UA3.152.10.D03	14	S58	Clonal-isolates/results/dvh/14_S58/alignment_results/14_S58_marked.bam	Clonal-isolates	dvh	UE3.152.10.D03	14	UE3_1000_CI_10_D03	10	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/14_S58/14_S58_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/14_S58/14_S58_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/14_S58/alignment_results/14_S58_marked.bam	 688.77M	782.93M	  3.29G	CI
Clonal-isolates/data/14_S58/14_S58_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.M02	Clonal-isolates	HR2.152.05.M02	14	S58	Clonal-isolates/data/14_S58/14_S58_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.M02	14	S58	Clonal-isolates/results/mmp/14_S58/alignment_results/14_S58_marked.bam	Clonal-isolates	mmp	HR2.152.05.M02	14	HR2_1000_CI_05_M02	05	HR2	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/14_S58/14_S58_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/14_S58/14_S58_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/14_S58/alignment_results/14_S58_marked.bam	 688.77M	782.93M	  2.69G	CI
Clonal-isolates/data/16_S60/16_S60_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.D02	Clonal-isolates	HR2.152.10.D02	16	S60	Clonal-isolates/data/16_S60/16_S60_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.D02	16	S60	Clonal-isolates/results/dvh/16_S60/alignment_results/16_S60_marked.bam	Clonal-isolates	dvh	HR2.152.10.D02	16	HR2_1000_CI_10_D02	10	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/16_S60/16_S60_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/16_S60/16_S60_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/16_S60/alignment_results/16_S60_marked.bam	1001.59M	  1.1G	  3.74G	CI
Clonal-isolates/data/16_S60/16_S60_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.M03	Clonal-isolates	HR2.152.01.M03	16	S60	Clonal-isolates/data/16_S60/16_S60_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.M03	16	S60	Clonal-isolates/results/mmp/16_S60/alignment_results/16_S60_marked.bam	Clonal-isolates	mmp	HR2.152.01.M03	16	HR2_1000_CI_01_M03	01	HR2	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/16_S60/16_S60_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/16_S60/16_S60_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/16_S60/alignment_results/16_S60_marked.bam	1001.59M	  1.1G	  4.66G	CI
Clonal-isolates/data/17_S61/17_S61_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.M01	Clonal-isolates	HR2.152.10.M01	17	S61	Clonal-isolates/data/17_S61/17_S61_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.M01	17	S61	Clonal-isolates/results/mmp/17_S61/alignment_results/17_S61_marked.bam	Clonal-isolates	mmp	HR2.152.10.M01	17	HR2_1000_CI_10_M01	10	HR2	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/17_S61/17_S61_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/17_S61/17_S61_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/17_S61/alignment_results/17_S61_marked.bam	 856.57M	971.09M	  3.63G	CI
Clonal-isolates/data/18_S62/18_S62_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.D01	Clonal-isolates	UA3.152.02.D01	18	S62	Clonal-isolates/data/18_S62/18_S62_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.D01	18	S62	Clonal-isolates/results/dvh/18_S62/alignment_results/18_S62_marked.bam	Clonal-isolates	dvh	UE3.152.02.D01	18	UE3_1000_CI_02_D01	02	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/18_S62/18_S62_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/18_S62/18_S62_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/18_S62/alignment_results/18_S62_marked.bam	   1.13G	  1.28G	  4.88G	CI
Clonal-isolates/data/19_S63/19_S63_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.D03	Clonal-isolates	HR2.152.05.D03	19	S63	Clonal-isolates/data/19_S63/19_S63_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.D03	19	S63	Clonal-isolates/results/dvh/19_S63/alignment_results/19_S63_marked.bam	Clonal-isolates	dvh	HR2.152.05.D03	19	HR2_1000_CI_05_D03	05	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/19_S63/19_S63_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/19_S63/19_S63_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/19_S63/alignment_results/19_S63_marked.bam	 806.69M	910.54M	  3.63G	CI
Clonal-isolates/data/19_S63/19_S63_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.M01	Clonal-isolates	HR2.152.05.M01	19	S63	Clonal-isolates/data/19_S63/19_S63_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.M01	19	S63	Clonal-isolates/results/mmp/19_S63/alignment_results/19_S63_marked.bam	Clonal-isolates	mmp	HR2.152.05.M01	19	HR2_1000_CI_05_M01	05	HR2	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/19_S63/19_S63_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/19_S63/19_S63_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/19_S63/alignment_results/19_S63_marked.bam	 806.69M	910.54M	  3.28G	CI
Clonal-isolates/data/20_S64/20_S64_R1_001.fastq.gz	Clonal-isolates-UA3.152.09.D03	Clonal-isolates	UA3.152.09.D03	20	S64	Clonal-isolates/data/20_S64/20_S64_R2_001.fastq.gz	Clonal-isolates	UA3.152.09.D03	20	S64	Clonal-isolates/results/dvh/20_S64/alignment_results/20_S64_marked.bam	Clonal-isolates	dvh	UE3.152.09.D03	20	UE3_1000_CI_09_D03	09	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/20_S64/20_S64_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/20_S64/20_S64_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/20_S64/alignment_results/20_S64_marked.bam	 817.44M	924.84M	  3.4G	CI
Clonal-isolates/data/20_S64/20_S64_R1_001.fastq.gz	Clonal-isolates-UA3.152.10.M02	Clonal-isolates	UA3.152.10.M02	20	S64	Clonal-isolates/data/20_S64/20_S64_R2_001.fastq.gz	Clonal-isolates	UA3.152.10.M02	20	S64	Clonal-isolates/results/mmp/20_S64/alignment_results/20_S64_marked.bam	Clonal-isolates	mmp	UE3.152.10.M02	20	UE3_1000_CI_10_M02	10	UE3	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/20_S64/20_S64_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/20_S64/20_S64_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/20_S64/alignment_results/20_S64_marked.bam	 817.44M	924.84M	  3.39G	CI
Clonal-isolates/data/21_S65/21_S65_R1_001.fastq.gz	Clonal-isolates-UA3.152.09.D02	Clonal-isolates	UA3.152.09.D02	21	S65	Clonal-isolates/data/21_S65/21_S65_R2_001.fastq.gz	Clonal-isolates	UA3.152.09.D02	21	S65	Clonal-isolates/results/dvh/21_S65/alignment_results/21_S65_marked.bam	Clonal-isolates	dvh	UE3.152.09.D02	21	UE3_1000_CI_09_D02	09	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/21_S65/21_S65_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/21_S65/21_S65_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/21_S65/alignment_results/21_S65_marked.bam	 688.98M	734.42M	  2.68G	CI
Clonal-isolates/data/22_S66/22_S66_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.D03	Clonal-isolates	HR2.152.01.D03	22	S66	Clonal-isolates/data/22_S66/22_S66_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.D03	22	S66	Clonal-isolates/results/dvh/22_S66/alignment_results/22_S66_marked.bam	Clonal-isolates	dvh	HR2.152.01.D03	22	HR2_1000_CI_01_D03	01	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/22_S66/22_S66_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/22_S66/22_S66_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/22_S66/alignment_results/22_S66_marked.bam	 551.38M	568.11M	  2.17G	CI
Clonal-isolates/data/24_S68/24_S68_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.D01	Clonal-isolates	HR2.152.01.D01	24	S68	Clonal-isolates/data/24_S68/24_S68_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.D01	24	S68	Clonal-isolates/results/dvh/24_S68/alignment_results/24_S68_marked.bam	Clonal-isolates	dvh	HR2.152.01.D01	24	HR2_1000_CI_01_D01	01	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/24_S68/24_S68_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/24_S68/24_S68_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/24_S68/alignment_results/24_S68_marked.bam	 715.81M	819.34M	  3.26G	CI
Clonal-isolates/data/24_S68/24_S68_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.M03	Clonal-isolates	HR2.152.10.M03	24	S68	Clonal-isolates/data/24_S68/24_S68_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.M03	24	S68	Clonal-isolates/results/mmp/24_S68/alignment_results/24_S68_marked.bam	Clonal-isolates	mmp	HR2.152.10.M03	24	HR2_1000_CI_10_M03	10	HR2	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/24_S68/24_S68_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/24_S68/24_S68_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/24_S68/alignment_results/24_S68_marked.bam	 715.81M	819.34M	  2.76G	CI
Clonal-isolates/data/25_S69/25_S69_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.M03	Clonal-isolates	UA3.152.02.M03	25	S69	Clonal-isolates/data/25_S69/25_S69_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.M03	25	S69	Clonal-isolates/results/mmp/25_S69/alignment_results/25_S69_marked.bam	Clonal-isolates	mmp	UE3.152.02.M03	25	UE3_1000_CI_02_M03	02	UE3	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/25_S69/25_S69_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/25_S69/25_S69_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/25_S69/alignment_results/25_S69_marked.bam	   1.54G	  1.75G	  6.97G	CI
